SPEC_ID,NAME,RA,DEC,Z,Z_HELIO,Quality
67490,g1337164-220258,204.3183333,-22.04952778,0.033252,0.033303,4
67491,g1336214-215906,204.0891667,-21.98502778,0.032751,0.032803,3
67492,g1336103-221132,204.0428333,-22.19213889,0.027851,0.027903,4
67493,g1337296-223212,204.3733333,-22.53652778,0.030402,0.030453,4
67494,g1333260-220258,203.3582083,-22.04944444,0.023321,0.023372,3
67495,g1336100-223113,204.0418333,-22.52033333,0.028212,0.028263,4
67496,g1332422-214804,203.1756667,-21.80097222,0.02942,0.029472,4
67497,g1330044-221318,202.5182917,-22.22177778,0.01705,0.017101,4
67498,g1331264-220837,202.8599167,-22.14363889,0.051139,0.051191,4
67500,g1331235-231051,202.847875,-23.18072222,0.030356,0.030408,4
67501,g1329417-223656,202.4238333,-22.61555556,0.02384,0.023891,4
